,dteday,hr,weekday,cnt_hour,weathersit,cnt_day
9099,2012-01-20,1,Saturday,15,Mist,3163
9100,2012-01-20,2,Saturday,11,Mist,3163
9101,2012-01-20,3,Saturday,4,Mist,3163
9102,2012-01-20,4,Saturday,3,Mist,3163
9103,2012-01-20,5,Saturday,19,Mist,3163
9104,2012-01-20,6,Saturday,68,Mist,3163
9105,2012-01-20,7,Saturday,185,Mist,3163
9106,2012-01-20,8,Saturday,425,Mist,3163
9107,2012-01-20,9,Saturday,263,Mist,3163
9108,2012-01-20,10,Saturday,97,Mist,3163
9109,2012-01-20,11,Saturday,123,Mist,3163
9110,2012-01-20,12,Saturday,124,Mist,3163
9111,2012-01-20,13,Saturday,156,Mist,3163
9112,2012-01-20,14,Saturday,115,Mist,3163
9113,2012-01-20,15,Saturday,156,Mist,3163
9114,2012-01-20,16,Saturday,174,Mist,3163
9115,2012-01-20,17,Saturday,349,Mist,3163
9116,2012-01-20,18,Saturday,301,Mist,3163
9117,2012-01-20,19,Saturday,192,Mist,3163
9118,2012-01-20,20,Saturday,142,Mist,3163
9119,2012-01-20,21,Saturday,104,Mist,3163
9120,2012-01-20,22,Saturday,72,Mist,3163
9121,2012-01-20,23,Saturday,38,Mist,3163
9122,2012-01-21,0,Sunday,24,Mist,1301
9123,2012-01-21,1,Sunday,23,Mist,1301
9124,2012-01-21,2,Sunday,26,Mist,1301
9125,2012-01-21,3,Sunday,13,Mist,1301
9126,2012-01-21,4,Sunday,1,Mist,1301
9127,2012-01-21,5,Sunday,2,Mist,1301
9128,2012-01-21,6,Sunday,1,Mist,1301
9129,2012-01-21,7,Sunday,13,Mist,1301
9130,2012-01-21,8,Sunday,25,Mist,1301
9131,2012-01-21,9,Sunday,42,Mist,1301
9132,2012-01-21,10,Sunday,45,Mist,1301
9133,2012-01-21,11,Sunday,63,Mist,1301
9134,2012-01-21,12,Sunday,67,Mist,1301
9135,2012-01-21,13,Sunday,76,Mist,1301
9136,2012-01-21,14,Sunday,95,Mist,1301
9137,2012-01-21,15,Sunday,119,Mist,1301
9138,2012-01-21,16,Sunday,118,Mist,1301
9139,2012-01-21,17,Sunday,106,Mist,1301
9140,2012-01-21,18,Sunday,110,Mist,1301
9141,2012-01-21,19,Sunday,85,Mist,1301
9142,2012-01-21,20,Sunday,67,Mist,1301
9143,2012-01-21,21,Sunday,69,Mist,1301
9144,2012-01-21,22,Sunday,59,Mist,1301
9145,2012-01-21,23,Sunday,52,Mist,1301
9146,2012-01-22,0,Monday,52,Mist,1977
9147,2012-01-22,1,Monday,50,Mist,1977
9148,2012-01-22,2,Monday,47,Mist,1977
9149,2012-01-22,3,Monday,21,Mist,1977
9150,2012-01-22,4,Monday,2,Mist,1977
9151,2012-01-22,5,Monday,3,Mist,1977
9152,2012-01-22,6,Monday,4,Mist,1977
9153,2012-01-22,7,Monday,13,Mist,1977
9154,2012-01-22,8,Monday,32,Mist,1977
9155,2012-01-22,9,Monday,63,Mist,1977
9156,2012-01-22,10,Monday,129,Mist,1977
9157,2012-01-22,11,Monday,133,Mist,1977
9158,2012-01-22,12,Monday,185,Mist,1977
9159,2012-01-22,13,Monday,199,Mist,1977
9160,2012-01-22,14,Monday,182,Mist,1977
9161,2012-01-22,15,Monday,176,Mist,1977
9162,2012-01-22,16,Monday,155,Mist,1977
9163,2012-01-22,17,Monday,108,Mist,1977
9164,2012-01-22,18,Monday,121,Mist,1977
9165,2012-01-22,19,Monday,89,Mist,1977
9166,2012-01-22,20,Monday,74,Mist,1977
9167,2012-01-22,21,Monday,44,Mist,1977
9168,2012-01-22,22,Monday,58,Mist,1977
9169,2012-01-22,23,Monday,37,Mist,1977
9170,2012-01-23,0,Tuesday,19,Mist,2432
9171,2012-01-23,1,Tuesday,4,Mist,2432
9172,2012-01-23,2,Tuesday,2,Mist,2432
9173,2012-01-23,3,Tuesday,1,Mist,2432
9174,2012-01-23,4,Tuesday,1,Mist,2432
9175,2012-01-23,5,Tuesday,19,Mist,2432
9176,2012-01-23,6,Tuesday,42,Mist,2432
9177,2012-01-23,7,Tuesday,122,Mist,2432
9178,2012-01-23,8,Tuesday,272,Mist,2432
9179,2012-01-23,9,Tuesday,211,Mist,2432
9180,2012-01-23,10,Tuesday,149,Mist,2432
9181,2012-01-23,11,Tuesday,62,Mist,2432
9182,2012-01-23,12,Tuesday,62,Mist,2432
9183,2012-01-23,13,Tuesday,37,Mist,2432
9184,2012-01-23,14,Tuesday,61,Mist,2432
9185,2012-01-23,15,Tuesday,74,Mist,2432
9186,2012-01-23,16,Tuesday,122,Mist,2432
9187,2012-01-23,17,Tuesday,276,Mist,2432
9188,2012-01-23,18,Tuesday,282,Mist,2432
9189,2012-01-23,19,Tuesday,220,Mist,2432
9190,2012-01-23,20,Tuesday,169,Mist,2432
9191,2012-01-23,21,Tuesday,120,Mist,2432
9192,2012-01-23,22,Tuesday,68,Mist,2432
9193,2012-01-23,23,Tuesday,37,Mist,2432
9194,2012-01-24,0,Wednesday,25,Clear,4339
9195,2012-01-24,1,Wednesday,9,Clear,4339
9196,2012-01-24,2,Wednesday,8,Clear,4339
9197,2012-01-24,3,Wednesday,3,Clear,4339
9198,2012-01-24,4,Wednesday,2,Clear,4339
9199,2012-01-24,5,Wednesday,26,Clear,4339
9200,2012-01-24,6,Wednesday,89,Clear,4339
9201,2012-01-24,7,Wednesday,232,Clear,4339
9202,2012-01-24,8,Wednesday,490,Clear,4339
9203,2012-01-24,9,Wednesday,255,Clear,4339
9204,2012-01-24,10,Wednesday,116,Clear,4339
9205,2012-01-24,11,Wednesday,153,Clear,4339
9206,2012-01-24,12,Wednesday,175,Clear,4339
9207,2012-01-24,13,Wednesday,203,Clear,4339
9208,2012-01-24,14,Wednesday,173,Clear,4339
9209,2012-01-24,15,Wednesday,208,Clear,4339
9210,2012-01-24,16,Wednesday,278,Clear,4339
9211,2012-01-24,17,Wednesday,515,Clear,4339
9212,2012-01-24,18,Wednesday,423,Clear,4339
9213,2012-01-24,19,Wednesday,331,Clear,4339
9214,2012-01-24,20,Wednesday,229,Clear,4339
9215,2012-01-24,21,Wednesday,172,Clear,4339
9216,2012-01-24,22,Wednesday,125,Clear,4339
9217,2012-01-24,23,Wednesday,99,Clear,4339
9218,2012-01-25,0,Thursday,31,Clear,4270
9219,2012-01-25,1,Thursday,13,Clear,4270
9220,2012-01-25,2,Thursday,6,Clear,4270
9221,2012-01-25,3,Thursday,1,Clear,4270
9222,2012-01-25,4,Thursday,4,Clear,4270
9223,2012-01-25,5,Thursday,33,Clear,4270
9224,2012-01-25,6,Thursday,88,Clear,4270
9225,2012-01-25,7,Thursday,257,Clear,4270
9226,2012-01-25,8,Thursday,513,Clear,4270
9227,2012-01-25,9,Thursday,236,Clear,4270
9228,2012-01-25,10,Thursday,141,Clear,4270
9229,2012-01-25,11,Thursday,157,Clear,4270
9230,2012-01-25,12,Thursday,193,Clear,4270
9231,2012-01-25,13,Thursday,212,Clear,4270
9232,2012-01-25,14,Thursday,160,Clear,4270
9233,2012-01-25,15,Thursday,155,Clear,4270
9234,2012-01-25,16,Thursday,246,Clear,4270
9235,2012-01-25,17,Thursday,470,Clear,4270
9236,2012-01-25,18,Thursday,439,Clear,4270
9237,2012-01-25,19,Thursday,316,Clear,4270
9238,2012-01-25,20,Thursday,235,Clear,4270
9239,2012-01-25,21,Thursday,185,Clear,4270
9240,2012-01-25,22,Thursday,113,Clear,4270
9241,2012-01-25,23,Thursday,66,Clear,4270
9242,2012-01-26,0,Friday,25,Mist,4075
9243,2012-01-26,1,Friday,21,Mist,4075
9244,2012-01-26,2,Friday,7,Mist,4075
9245,2012-01-26,3,Friday,6,Mist,4075
9246,2012-01-26,4,Friday,3,Mist,4075
9247,2012-01-26,5,Friday,28,Mist,4075
9248,2012-01-26,6,Friday,88,Mist,4075
9249,2012-01-26,7,Friday,239,Mist,4075
9250,2012-01-26,8,Friday,530,Mist,4075
9251,2012-01-26,9,Friday,274,Mist,4075
9252,2012-01-26,10,Friday,108,Mist,4075
9253,2012-01-26,11,Friday,111,Mist,4075
9254,2012-01-26,12,Friday,165,Mist,4075
9255,2012-01-26,13,Friday,173,Mist,4075
9256,2012-01-26,14,Friday,128,Mist,4075
9257,2012-01-26,15,Friday,164,Mist,4075
9258,2012-01-26,16,Friday,224,Mist,4075
9259,2012-01-26,17,Friday,413,Mist,4075
9260,2012-01-26,18,Friday,406,Mist,4075
9261,2012-01-26,19,Friday,313,Mist,4075
9262,2012-01-26,20,Friday,224,Mist,4075
9263,2012-01-26,21,Friday,192,Mist,4075
9264,2012-01-26,22,Friday,142,Mist,4075
9265,2012-01-26,23,Friday,91,Mist,4075
9266,2012-01-27,0,Saturday,38,Mist,3456
9267,2012-01-27,1,Saturday,29,Mist,3456
9268,2012-01-27,2,Saturday,13,Mist,3456
9269,2012-01-27,3,Saturday,8,Mist,3456
9270,2012-01-27,4,Saturday,4,Mist,3456
9271,2012-01-27,5,Saturday,24,Mist,3456
9272,2012-01-27,6,Saturday,72,Mist,3456
9273,2012-01-27,7,Saturday,134,Mist,3456
9274,2012-01-27,8,Saturday,220,Mist,3456
9275,2012-01-27,9,Saturday,107,Mist,3456
9276,2012-01-27,10,Saturday,126,Mist,3456
9277,2012-01-27,11,Saturday,105,Mist,3456
9278,2012-01-27,12,Saturday,180,Mist,3456
9279,2012-01-27,13,Saturday,201,Mist,3456
9280,2012-01-27,14,Saturday,176,Mist,3456
9281,2012-01-27,15,Saturday,197,Mist,3456
9282,2012-01-27,16,Saturday,267,Mist,3456
9283,2012-01-27,17,Saturday,422,Mist,3456
9284,2012-01-27,18,Saturday,383,Mist,3456
9285,2012-01-27,19,Saturday,251,Mist,3456
9286,2012-01-27,20,Saturday,159,Mist,3456
9287,2012-01-27,21,Saturday,135,Mist,3456
9288,2012-01-27,22,Saturday,119,Mist,3456
9289,2012-01-27,23,Saturday,86,Mist,3456
9290,2012-01-28,0,Sunday,69,Clear,4023
9291,2012-01-28,1,Sunday,58,Clear,4023
9292,2012-01-28,2,Sunday,41,Clear,4023
9293,2012-01-28,3,Sunday,17,Clear,4023
9294,2012-01-28,4,Sunday,8,Clear,4023
9295,2012-01-28,5,Sunday,10,Clear,4023
9296,2012-01-28,6,Sunday,15,Clear,4023
9297,2012-01-28,7,Sunday,31,Clear,4023
9298,2012-01-28,8,Sunday,91,Clear,4023
9299,2012-01-28,9,Sunday,158,Clear,4023
9300,2012-01-28,10,Sunday,191,Clear,4023
9301,2012-01-28,11,Sunday,296,Clear,4023
9302,2012-01-28,12,Sunday,314,Clear,4023
9303,2012-01-28,13,Sunday,373,Clear,4023
9304,2012-01-28,14,Sunday,362,Clear,4023
9305,2012-01-28,15,Sunday,410,Clear,4023
9306,2012-01-28,16,Sunday,407,Clear,4023
9307,2012-01-28,17,Sunday,290,Clear,4023
9308,2012-01-28,18,Sunday,241,Clear,4023
9309,2012-01-28,19,Sunday,206,Clear,4023
9310,2012-01-28,20,Sunday,120,Clear,4023
9311,2012-01-28,21,Sunday,127,Clear,4023
9312,2012-01-28,22,Sunday,103,Clear,4023
9313,2012-01-28,23,Sunday,85,Clear,4023
9314,2012-01-29,0,Monday,96,Clear,3243
9315,2012-01-29,1,Monday,73,Clear,3243
9316,2012-01-29,2,Monday,51,Clear,3243
9317,2012-01-29,3,Monday,21,Clear,3243
9318,2012-01-29,4,Monday,5,Clear,3243
9319,2012-01-29,5,Monday,7,Clear,3243
9320,2012-01-29,6,Monday,5,Clear,3243
9321,2012-01-29,7,Monday,12,Clear,3243
9322,2012-01-29,8,Monday,70,Clear,3243
9323,2012-01-29,9,Monday,111,Clear,3243
9324,2012-01-29,10,Monday,191,Clear,3243
9325,2012-01-29,11,Monday,255,Clear,3243
9326,2012-01-29,12,Monday,288,Clear,3243
9327,2012-01-29,13,Monday,316,Clear,3243
9328,2012-01-29,14,Monday,280,Clear,3243
9329,2012-01-29,15,Monday,310,Clear,3243
9330,2012-01-29,16,Monday,322,Clear,3243
9331,2012-01-29,17,Monday,234,Clear,3243
9332,2012-01-29,18,Monday,168,Clear,3243
9333,2012-01-29,19,Monday,159,Clear,3243
9334,2012-01-29,20,Monday,111,Clear,3243
9335,2012-01-29,21,Monday,69,Clear,3243
9336,2012-01-29,22,Monday,64,Clear,3243
9337,2012-01-29,23,Monday,25,Clear,3243
9338,2012-01-30,0,Tuesday,10,Clear,3624
9339,2012-01-30,1,Tuesday,9,Clear,3624
9340,2012-01-30,2,Tuesday,7,Clear,3624
9341,2012-01-30,3,Tuesday,4,Clear,3624
9342,2012-01-30,4,Tuesday,5,Clear,3624
9343,2012-01-30,5,Tuesday,26,Clear,3624
9344,2012-01-30,6,Tuesday,80,Clear,3624
9345,2012-01-30,7,Tuesday,225,Clear,3624
9346,2012-01-30,8,Tuesday,493,Clear,3624
9347,2012-01-30,9,Tuesday,198,Clear,3624
9348,2012-01-30,10,Tuesday,85,Clear,3624
9349,2012-01-30,11,Tuesday,99,Clear,3624
9350,2012-01-30,12,Tuesday,134,Clear,3624
9351,2012-01-30,13,Tuesday,132,Clear,3624
9352,2012-01-30,14,Tuesday,115,Clear,3624
9353,2012-01-30,15,Tuesday,138,Clear,3624
9354,2012-01-30,16,Tuesday,221,Clear,3624
9355,2012-01-30,17,Tuesday,438,Clear,3624
9356,2012-01-30,18,Tuesday,410,Clear,3624
9357,2012-01-30,19,Tuesday,306,Clear,3624
9358,2012-01-30,20,Tuesday,181,Clear,3624
9359,2012-01-30,21,Tuesday,162,Clear,3624
9360,2012-01-30,22,Tuesday,94,Clear,3624
9361,2012-01-30,23,Tuesday,52,Clear,3624
9362,2012-01-31,0,Wednesday,15,Clear,4509
9363,2012-01-31,1,Wednesday,8,Clear,4509
9364,2012-01-31,2,Wednesday,2,Clear,4509
9365,2012-01-31,3,Wednesday,2,Clear,4509
9366,2012-01-31,4,Wednesday,1,Clear,4509
9367,2012-01-31,5,Wednesday,22,Clear,4509
9368,2012-01-31,6,Wednesday,104,Clear,4509
9369,2012-01-31,7,Wednesday,279,Clear,4509
9370,2012-01-31,8,Wednesday,512,Clear,4509
9371,2012-01-31,9,Wednesday,261,Clear,4509
9372,2012-01-31,10,Wednesday,144,Clear,4509
9373,2012-01-31,11,Wednesday,139,Clear,4509
9374,2012-01-31,12,Wednesday,194,Clear,4509
9375,2012-01-31,13,Wednesday,198,Clear,4509
9376,2012-01-31,14,Wednesday,160,Clear,4509
9377,2012-01-31,15,Wednesday,177,Clear,4509
9378,2012-01-31,16,Wednesday,307,Clear,4509
9379,2012-01-31,17,Wednesday,559,Clear,4509
9380,2012-01-31,18,Wednesday,502,Clear,4509
9381,2012-01-31,19,Wednesday,328,Clear,4509
9382,2012-01-31,20,Wednesday,238,Clear,4509
9383,2012-01-31,21,Wednesday,165,Clear,4509
9384,2012-01-31,22,Wednesday,129,Clear,4509
9385,2012-01-31,23,Wednesday,63,Clear,4509
9386,2012-02-01,0,Thursday,31,Clear,4579
9387,2012-02-01,1,Thursday,4,Clear,4579
9388,2012-02-01,2,Thursday,7,Clear,4579
9389,2012-02-01,3,Thursday,3,Clear,4579
9390,2012-02-01,4,Thursday,1,Clear,4579
9391,2012-02-01,5,Thursday,18,Clear,4579
9392,2012-02-01,6,Thursday,67,Clear,4579
9393,2012-02-01,7,Thursday,208,Clear,4579
9394,2012-02-01,8,Thursday,520,Clear,4579
9395,2012-02-01,9,Thursday,276,Clear,4579
9396,2012-02-01,10,Thursday,133,Clear,4579
9397,2012-02-01,11,Thursday,143,Clear,4579
9398,2012-02-01,12,Thursday,179,Clear,4579
9399,2012-02-01,13,Thursday,186,Clear,4579
9400,2012-02-01,14,Thursday,192,Clear,4579
9401,2012-02-01,15,Thursday,194,Clear,4579
9402,2012-02-01,16,Thursday,283,Clear,4579
9403,2012-02-01,17,Thursday,539,Clear,4579
9404,2012-02-01,18,Thursday,526,Clear,4579
9405,2012-02-01,19,Thursday,335,Clear,4579
9406,2012-02-01,20,Thursday,264,Clear,4579
9407,2012-02-01,21,Thursday,233,Clear,4579
9408,2012-02-01,22,Thursday,140,Clear,4579
9409,2012-02-01,23,Thursday,97,Clear,4579
9410,2012-02-02,0,Friday,31,Mist,3761
9411,2012-02-02,1,Friday,17,Mist,3761
9412,2012-02-02,2,Friday,9,Mist,3761
9413,2012-02-02,3,Friday,2,Mist,3761
9414,2012-02-02,4,Friday,1,Mist,3761
9415,2012-02-02,5,Friday,19,Mist,3761
9416,2012-02-02,6,Friday,74,Mist,3761
9417,2012-02-02,7,Friday,205,Mist,3761
9418,2012-02-02,8,Friday,445,Mist,3761
9419,2012-02-02,9,Friday,228,Mist,3761
9420,2012-02-02,10,Friday,78,Mist,3761
9421,2012-02-02,11,Friday,105,Mist,3761
9422,2012-02-02,12,Friday,148,Mist,3761
9423,2012-02-02,13,Friday,137,Mist,3761
9424,2012-02-02,14,Friday,141,Mist,3761
9425,2012-02-02,15,Friday,174,Mist,3761
9426,2012-02-02,16,Friday,229,Mist,3761
9427,2012-02-02,17,Friday,450,Mist,3761
9428,2012-02-02,18,Friday,410,Mist,3761
9429,2012-02-02,19,Friday,327,Mist,3761
9430,2012-02-02,20,Friday,213,Mist,3761
9431,2012-02-02,21,Friday,148,Mist,3761
9432,2012-02-02,22,Friday,109,Mist,3761
9433,2012-02-02,23,Friday,61,Mist,3761
9434,2012-02-03,0,Saturday,38,Clear,4151
9435,2012-02-03,1,Saturday,22,Clear,4151
9436,2012-02-03,2,Saturday,6,Clear,4151
9437,2012-02-03,3,Saturday,4,Clear,4151
9438,2012-02-03,4,Saturday,2,Clear,4151
9439,2012-02-03,5,Saturday,17,Clear,4151
9440,2012-02-03,6,Saturday,88,Clear,4151
9441,2012-02-03,7,Saturday,226,Clear,4151
9442,2012-02-03,8,Saturday,441,Clear,4151
9443,2012-02-03,9,Saturday,270,Clear,4151
9444,2012-02-03,10,Saturday,129,Clear,4151
9445,2012-02-03,11,Saturday,164,Clear,4151
9446,2012-02-03,12,Saturday,216,Clear,4151
9447,2012-02-03,13,Saturday,198,Clear,4151
9448,2012-02-03,14,Saturday,170,Clear,4151
9449,2012-02-03,15,Saturday,216,Clear,4151
9450,2012-02-03,16,Saturday,311,Clear,4151
9451,2012-02-03,17,Saturday,488,Clear,4151
9452,2012-02-03,18,Saturday,385,Clear,4151
9453,2012-02-03,19,Saturday,267,Clear,4151
9454,2012-02-03,20,Saturday,163,Clear,4151
9455,2012-02-03,21,Saturday,134,Clear,4151
9456,2012-02-03,22,Saturday,119,Clear,4151
9457,2012-02-03,23,Saturday,77,Clear,4151
9458,2012-02-04,0,Sunday,86,Mist,2832
9459,2012-02-04,1,Sunday,43,Mist,2832
9460,2012-02-04,2,Sunday,44,Mist,2832
9461,2012-02-04,3,Sunday,18,Mist,2832
9462,2012-02-04,4,Sunday,6,Mist,2832
9463,2012-02-04,5,Sunday,4,Mist,2832
9464,2012-02-04,6,Sunday,5,Mist,2832
9465,2012-02-04,7,Sunday,28,Mist,2832
9466,2012-02-04,8,Sunday,90,Mist,2832
9467,2012-02-04,9,Sunday,157,Mist,2832
9468,2012-02-04,10,Sunday,224,Mist,2832
9469,2012-02-04,11,Sunday,270,Mist,2832
9470,2012-02-04,12,Sunday,300,Mist,2832
9471,2012-02-04,13,Sunday,302,Mist,2832
9472,2012-02-04,14,Sunday,276,Mist,2832
9473,2012-02-04,15,Sunday,305,Mist,2832
9474,2012-02-04,16,Sunday,143,Mist,2832
9475,2012-02-04,17,Sunday,67,Mist,2832
9476,2012-02-04,18,Sunday,64,Mist,2832
9477,2012-02-04,19,Sunday,80,Mist,2832
9478,2012-02-04,20,Sunday,77,Mist,2832
9479,2012-02-04,21,Sunday,78,Mist,2832
9480,2012-02-04,22,Sunday,95,Mist,2832
9481,2012-02-04,23,Sunday,70,Mist,2832
9482,2012-02-05,0,Monday,61,Mist,2947
9483,2012-02-05,1,Monday,51,Mist,2947
9484,2012-02-05,2,Monday,63,Mist,2947
9485,2012-02-05,3,Monday,17,Mist,2947
9486,2012-02-05,4,Monday,9,Mist,2947
9487,2012-02-05,5,Monday,4,Mist,2947
9488,2012-02-05,6,Monday,4,Mist,2947
9489,2012-02-05,7,Monday,16,Mist,2947
9490,2012-02-05,8,Monday,62,Mist,2947
9491,2012-02-05,9,Monday,92,Mist,2947
9492,2012-02-05,10,Monday,148,Mist,2947
9493,2012-02-05,11,Monday,182,Mist,2947
9494,2012-02-05,12,Monday,248,Mist,2947
9495,2012-02-05,13,Monday,274,Mist,2947
9496,2012-02-05,14,Monday,243,Mist,2947
9497,2012-02-05,15,Monday,272,Mist,2947
9498,2012-02-05,16,Monday,296,Mist,2947
9499,2012-02-05,17,Monday,306,Mist,2947
9500,2012-02-05,18,Monday,181,Mist,2947
9501,2012-02-05,19,Monday,69,Mist,2947
9502,2012-02-05,20,Monday,50,Mist,2947
9503,2012-02-05,21,Monday,66,Mist,2947
9504,2012-02-05,22,Monday,191,Mist,2947
9505,2012-02-05,23,Monday,42,Mist,2947
9506,2012-02-06,0,Tuesday,21,Clear,3784
9507,2012-02-06,1,Tuesday,6,Clear,3784
9508,2012-02-06,2,Tuesday,3,Clear,3784
9509,2012-02-06,4,Tuesday,2,Clear,3784
9510,2012-02-06,5,Tuesday,17,Clear,3784
9511,2012-02-06,6,Tuesday,72,Clear,3784
9512,2012-02-06,7,Tuesday,234,Clear,3784
9513,2012-02-06,8,Tuesday,444,Clear,3784
9514,2012-02-06,9,Tuesday,277,Clear,3784
9515,2012-02-06,10,Tuesday,116,Clear,3784
9516,2012-02-06,11,Tuesday,116,Clear,3784
9517,2012-02-06,12,Tuesday,150,Clear,3784
9518,2012-02-06,13,Tuesday,141,Clear,3784
9519,2012-02-06,14,Tuesday,140,Clear,3784
9520,2012-02-06,15,Tuesday,171,Clear,3784
9521,2012-02-06,16,Tuesday,228,Clear,3784
9522,2012-02-06,17,Tuesday,430,Clear,3784
9523,2012-02-06,18,Tuesday,437,Clear,3784
9524,2012-02-06,19,Tuesday,291,Clear,3784
9525,2012-02-06,20,Tuesday,201,Clear,3784
9526,2012-02-06,21,Tuesday,154,Clear,3784
9527,2012-02-06,22,Tuesday,87,Clear,3784
9528,2012-02-06,23,Tuesday,46,Clear,3784
9529,2012-02-07,0,Wednesday,23,Clear,4375
9530,2012-02-07,1,Wednesday,14,Clear,4375
9531,2012-02-07,2,Wednesday,4,Clear,4375
9532,2012-02-07,3,Wednesday,2,Clear,4375
9533,2012-02-07,4,Wednesday,3,Clear,4375
9534,2012-02-07,5,Wednesday,15,Clear,4375
9535,2012-02-07,6,Wednesday,100,Clear,4375
9536,2012-02-07,7,Wednesday,299,Clear,4375
9537,2012-02-07,8,Wednesday,529,Clear,4375
9538,2012-02-07,9,Wednesday,289,Clear,4375
9539,2012-02-07,10,Wednesday,116,Clear,4375
9540,2012-02-07,11,Wednesday,129,Clear,4375
9541,2012-02-07,12,Wednesday,172,Clear,4375
9542,2012-02-07,13,Wednesday,184,Clear,4375
9543,2012-02-07,14,Wednesday,138,Clear,4375
9544,2012-02-07,15,Wednesday,146,Clear,4375
9545,2012-02-07,16,Wednesday,276,Clear,4375
9546,2012-02-07,17,Wednesday,509,Clear,4375
9547,2012-02-07,18,Wednesday,518,Clear,4375
9548,2012-02-07,19,Wednesday,338,Clear,4375
9549,2012-02-07,20,Wednesday,212,Clear,4375
9550,2012-02-07,21,Wednesday,190,Clear,4375
9551,2012-02-07,22,Wednesday,118,Clear,4375
9552,2012-02-07,23,Wednesday,51,Clear,4375
9553,2012-02-08,0,Thursday,23,Mist,2802
9554,2012-02-08,1,Thursday,10,Mist,2802
9555,2012-02-08,2,Thursday,1,Mist,2802
9556,2012-02-08,3,Thursday,1,Mist,2802
9557,2012-02-08,4,Thursday,1,Mist,2802
9558,2012-02-08,5,Thursday,20,Mist,2802
9559,2012-02-08,6,Thursday,98,Mist,2802
9560,2012-02-08,7,Thursday,281,Mist,2802
9561,2012-02-08,8,Thursday,508,Mist,2802
9562,2012-02-08,9,Thursday,253,Mist,2802
9563,2012-02-08,10,Thursday,108,Mist,2802
9564,2012-02-08,11,Thursday,102,Mist,2802
9565,2012-02-08,12,Thursday,138,Mist,2802
9566,2012-02-08,13,Thursday,126,Mist,2802
9567,2012-02-08,14,Thursday,108,Mist,2802
9568,2012-02-08,15,Thursday,54,Mist,2802
9569,2012-02-08,16,Thursday,75,Mist,2802
9570,2012-02-08,17,Thursday,155,Mist,2802
9571,2012-02-08,18,Thursday,167,Mist,2802
9572,2012-02-08,19,Thursday,161,Mist,2802
9573,2012-02-08,20,Thursday,125,Mist,2802
9574,2012-02-08,21,Thursday,129,Mist,2802
9575,2012-02-08,22,Thursday,98,Mist,2802
9576,2012-02-08,23,Thursday,60,Mist,2802
9577,2012-02-09,0,Friday,26,Clear,3830
9578,2012-02-09,1,Friday,12,Clear,3830
9579,2012-02-09,2,Friday,2,Clear,3830
9580,2012-02-09,3,Friday,4,Clear,3830
9581,2012-02-09,4,Friday,1,Clear,3830
9582,2012-02-09,5,Friday,18,Clear,3830
9583,2012-02-09,6,Friday,76,Clear,3830
9584,2012-02-09,7,Friday,267,Clear,3830
9585,2012-02-09,8,Friday,484,Clear,3830
9586,2012-02-09,9,Friday,238,Clear,3830
9587,2012-02-09,10,Friday,97,Clear,3830
9588,2012-02-09,11,Friday,99,Clear,3830
9589,2012-02-09,12,Friday,158,Clear,3830
9590,2012-02-09,13,Friday,154,Clear,3830
9591,2012-02-09,14,Friday,144,Clear,3830
9592,2012-02-09,15,Friday,134,Clear,3830
9593,2012-02-09,16,Friday,238,Clear,3830
9594,2012-02-09,17,Friday,399,Clear,3830
9595,2012-02-09,18,Friday,417,Clear,3830
9596,2012-02-09,19,Friday,295,Clear,3830
9597,2012-02-09,20,Friday,199,Clear,3830
9598,2012-02-09,21,Friday,177,Clear,3830
9599,2012-02-09,22,Friday,107,Clear,3830
9600,2012-02-09,23,Friday,84,Clear,3830
9601,2012-02-10,0,Saturday,43,Mist,3831
9602,2012-02-10,1,Saturday,13,Mist,3831
9603,2012-02-10,2,Saturday,16,Mist,3831
9604,2012-02-10,3,Saturday,5,Mist,3831
9605,2012-02-10,4,Saturday,2,Mist,3831
9606,2012-02-10,5,Saturday,17,Mist,3831
9607,2012-02-10,6,Saturday,64,Mist,3831
9608,2012-02-10,7,Saturday,230,Mist,3831
9609,2012-02-10,8,Saturday,448,Mist,3831
9610,2012-02-10,9,Saturday,275,Mist,3831
9611,2012-02-10,10,Saturday,124,Mist,3831
9612,2012-02-10,11,Saturday,153,Mist,3831
9613,2012-02-10,12,Saturday,176,Mist,3831
9614,2012-02-10,13,Saturday,192,Mist,3831
9615,2012-02-10,14,Saturday,146,Mist,3831
9616,2012-02-10,15,Saturday,191,Mist,3831
9617,2012-02-10,16,Saturday,268,Mist,3831
9618,2012-02-10,17,Saturday,396,Mist,3831
9619,2012-02-10,18,Saturday,359,Mist,3831
9620,2012-02-10,19,Saturday,262,Mist,3831
9621,2012-02-10,20,Saturday,151,Mist,3831
9622,2012-02-10,21,Saturday,122,Mist,3831
9623,2012-02-10,22,Saturday,113,Mist,3831
9624,2012-02-10,23,Saturday,65,Mist,3831
9625,2012-02-11,0,Sunday,53,Light Rain/Snow,2169
9626,2012-02-11,1,Sunday,45,Light Rain/Snow,2169
9627,2012-02-11,2,Sunday,26,Light Rain/Snow,2169
9628,2012-02-11,3,Sunday,9,Light Rain/Snow,2169
9629,2012-02-11,4,Sunday,4,Light Rain/Snow,2169
9630,2012-02-11,5,Sunday,2,Light Rain/Snow,2169
9631,2012-02-11,6,Sunday,9,Light Rain/Snow,2169
9632,2012-02-11,7,Sunday,19,Light Rain/Snow,2169
9633,2012-02-11,8,Sunday,78,Light Rain/Snow,2169
